iter	Passed	Remaining
1533	46758	105647
1534	46786	105611
1535	46815	105579
1536	46844	105545
1537	46872	105508
1538	46901	105473
1539	46928	105436
1540	46956	105401
1541	46984	105364
1542	47012	105328
1543	47039	105291
1544	47068	105256
1545	47096	105220
1546	47123	105183
1547	47152	105148
1548	47180	105113
1549	47208	105077
1550	47236	105040
1551	47265	105006
1552	47297	104980
1553	47600	105554
1554	47648	105561
1555	47677	105528
1556	47707	105495
1557	47734	105456
1558	47761	105419
1559	47789	105382
1560	47816	105343
1561	47846	105310
1562	47873	105273
1563	47901	105235
1564	47928	105197
1565	47955	105159
1566	47983	105122
1567	48010	105083
1568	48038	105048
1569	48066	105012
1570	48095	104977
1571	48123	104941
1572	48152	104907
1573	48179	104868
1574	48206	104828
1575	48233	104791
1576	48287	104812
1577	48338	104826
1578	48415	104895
1579	48442	104857
1580	48471	104821
1581	48499	104785
1582	48529	104752
1583	48556	104715
1584	48584	104679
1585	48611	104640
1586	48683	104699
1587	48711	104661
1588	48738	104624
1589	48768	104591
1590	48796	104555
1591	48824	104518
1592	48852	104482
1593	48879	104444
1594	48907	104407
1595	48934	104369
1596	48962	104333
1597	48990	104297
1598	49018	104260
1599	49046	104223
1600	49073	104185
1601	49102	104150
1602	49130	104114
1603	49158	104078
1604	49185	104040
1605	49213	104003
1606	49241	103966
1607	49268	103930
1608	49302	103905
1609	49330	103869
1610	49358	103834
1611	49386	103797
1612	49413	103759
1613	49441	103723
1614	49469	103687
1615	49498	103651
1616	49526	103616
1617	49553	103579
1618	49580	103540
1619	49608	103503
1620	49636	103467
1621	49665	103433
1622	49739	103494
1623	49767	103458
1624	49795	103421
1625	49823	103385
1626	49851	103349
1627	49879	103313
1628	49909	103280
1629	49936	103243
1630	49964	103205
1631	49991	103168
1632	50020	103134
1633	50048	103098
1634	50075	103061
1635	50105	103027
1636	50132	102990
1637	50159	102952
1638	50186	102914
1639	50214	102879
1640	50242	102842
1641	50271	102808
1642	50302	102779
1643	50330	102743
1644	50357	102705
1645	50386	102670
1646	50414	102635
1647	50442	102598
1648	50469	102561
1649	50499	102529
1650	50527	102492
1651	50554	102455
1652	50582	102419
1653	50609	102382
1654	50637	102346
1655	50665	102310
1656	50693	102273
1657	50721	102237
1658	50795	102295
1659	50825	102262
1660	50853	102227
